Date,Close
3/28/2023 0:00,73.19999695
3/29/2023 0:00,72.97000122
3/30/2023 0:00,74.37000275
3/31/2023 0:00,75.66999817
4/3/2023 0:00,80.41999817
4/4/2023 0:00,80.70999908
4/5/2023 0:00,80.61000061
4/6/2023 0:00,80.69999695
4/10/2023 0:00,79.73999786
4/11/2023 0:00,81.52999878
4/12/2023 0:00,83.26000214
4/13/2023 0:00,82.16000366
4/14/2023 0:00,82.51999664
4/17/2023 0:00,80.83000183
4/18/2023 0:00,80.86000061
4/19/2023 0:00,79.16000366
4/20/2023 0:00,77.29000092
4/21/2023 0:00,77.87000275
4/24/2023 0:00,78.76000214
4/25/2023 0:00,77.06999969
4/26/2023 0:00,74.30000305
4/27/2023 0:00,74.76000214
4/28/2023 0:00,76.77999878
5/1/2023 0:00,75.66000366
5/2/2023 0:00,71.66000366
5/3/2023 0:00,68.59999847
5/4/2023 0:00,68.55999756
5/5/2023 0:00,71.33999634
5/8/2023 0:00,73.16000366
5/9/2023 0:00,73.70999908
5/10/2023 0:00,72.55999756
5/11/2023 0:00,70.87000275
5/12/2023 0:00,70.04000092
5/15/2023 0:00,71.11000061
5/16/2023 0:00,70.86000061
5/17/2023 0:00,72.83000183
5/18/2023 0:00,71.86000061
5/19/2023 0:00,71.55000305
5/22/2023 0:00,71.98999786
5/23/2023 0:00,72.91000366
5/24/2023 0:00,74.33999634
5/25/2023 0:00,71.83000183
5/26/2023 0:00,72.66999817
5/30/2023 0:00,69.45999908
5/31/2023 0:00,68.08999634
6/1/2023 0:00,70.09999847
6/2/2023 0:00,71.73999786
6/5/2023 0:00,72.15000153
6/6/2023 0:00,71.73999786
6/7/2023 0:00,72.52999878
6/8/2023 0:00,71.29000092
6/9/2023 0:00,70.16999817
6/12/2023 0:00,67.12000275
6/13/2023 0:00,69.41999817
6/14/2023 0:00,68.26999664
6/15/2023 0:00,70.62000275
6/16/2023 0:00,71.77999878
6/20/2023 0:00,70.5
6/21/2023 0:00,72.52999878
6/22/2023 0:00,69.51000214
6/23/2023 0:00,69.16000366
6/26/2023 0:00,69.37000275
6/27/2023 0:00,67.69999695
6/28/2023 0:00,69.55999756
6/29/2023 0:00,69.86000061
6/30/2023 0:00,70.63999939
7/3/2023 0:00,69.79000092
7/5/2023 0:00,71.79000092
7/6/2023 0:00,71.80000305
7/7/2023 0:00,73.86000061
7/10/2023 0:00,72.98999786
7/11/2023 0:00,74.83000183
7/12/2023 0:00,75.75
7/13/2023 0:00,76.88999939
7/14/2023 0:00,75.41999817
7/17/2023 0:00,74.15000153
7/18/2023 0:00,75.75
7/19/2023 0:00,75.34999847
7/20/2023 0:00,75.62999725
7/21/2023 0:00,77.06999969
7/24/2023 0:00,78.73999786
7/25/2023 0:00,79.62999725
7/26/2023 0:00,78.77999878
7/27/2023 0:00,80.08999634
7/28/2023 0:00,80.58000183
7/31/2023 0:00,81.80000305
8/1/2023 0:00,81.37000275
8/2/2023 0:00,79.48999786
8/3/2023 0:00,81.55000305
8/4/2023 0:00,82.81999969
